package-id,version,title,date,status,country,language,altloc,canonical,category,changes,corrections,current,desc,descCurrent,descmd,fhir-version,fhirVersion,fhirversion,history_template_repo,intro,introduction,milestoneName,name,org,path,sequence,sequence-note,sequenceNote,sub-packages
hl7.fhir.us.core,3.1.1,US Core,2020-6-30,trial-use,us,en,,http://hl7.org/fhir/us/core,National Base,,,,STU3 Technical Correction of the US Core Implementation Guide: this version addresses several technical corrections and errata and clarifications.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,4.0.1,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,R3,STU3,,http://hl7.org/fhir/us/core/STU3.1.1,STU3,,,
hl7.fhir.us.core,3.1.0,US Core,2019-10-31,trial-use,us,en,,http://hl7.org/fhir/us/core,National Base,,,,2nd STU3 Update of the US Core Implementation Guide: this version is the result of resolution of the community comments for the STU3 For Comment Version of the US Core Implementation Guide.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,4.0.1,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,,,http://hl7.org/fhir/us/core/STU3.1,STU3,,,
hl7.fhir.us.core,3.0.1,US Core,2019-09-01,ballot,us,en,,http://hl7.org/fhir/us/core,National Base,,,,STU3 For Comment Version of the US Core Implementation Guide: this version add changes to meet the proposed ONC U.S. Core Data for Interoperability (USCDI) v1 regulatory requirements for access to patient data.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,4.0.0,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,,,http://hl7.org/fhir/us/core/2019Sep,STU3,,,
hl7.fhir.us.core,3.0.0,US Core,2019-06-15,trial-use,us,en,,http://hl7.org/fhir/us/core,National Base,,,,1st STU3 Update of the US Core Implementation Guide: this version is the result of resolution of the community comments for the The January 2019 Ballot Version.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,4.0.0,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,,,http://hl7.org/fhir/us/core/STU3,STU3,,,
hl7.fhir.us.core,2.1.0,US Core,2018-12-04,ballot,us,en,,http://hl7.org/fhir/us/core,National Base,,,,January 2019 Ballot Version: this version is the first ballot on FHIR R4. Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,4.0.0,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,,,http://hl7.org/fhir/us/core/2019Jan,STU3,,,
hl7.fhir.us.core,2.0.0,US Core,2018-12-04,trial-use,us,en,,http://hl7.org/fhir/us/core,National Base,,,,STU2 Update of the US Core Implementation Guide: this version is the result of resolution of the community comments for the The January 2018 Ballot Version.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,3.0.1,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,R2,STU2,,http://hl7.org/fhir/us/core/STU2,STU2,,,
hl7.fhir.us.core,1.1.0,US Core,2017-12-20,ballot,us,en,,http://hl7.org/fhir/us/core,National Base,,,,"January 2018 Ballot Version: this version added the US Core DocumentReference, US Core Encounter, and US Core PractitionerRole profiles.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md",,,,,3.0.1,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,,,http://hl7.org/fhir/us/core/2018Jan,STU2,,,
hl7.fhir.us.core,1.0.1,US Core,2017-11-02,trial-use,us,en,,http://hl7.org/fhir/us/core,National Base,,,,STU1 Technical Correction of the US Core Implementation Guide: this version addresses several technical corrections and errata and clarifications.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,3.0.1,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,R1,,,http://hl7.org/fhir/us/core/1.0.1,STU1,,,
hl7.fhir.us.core,1.0.0,US Core,2017-03-21,trial-use,us,en,,http://hl7.org/fhir/us/core,National Base,,,,STU1 Update of the US Core Implementation Guide: this version is the result of resolution of the community comments for the The January 2017 Ballot Version.  Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,3.0.1,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,STU1,,http://hl7.org/fhir/us/core/STU1,STU1,,,
hl7.fhir.us.core,0.0.0,US Core,2016-12-06,ballot,us,en,,http://hl7.org/fhir/us/core,National Base,,,,January 2017 Ballot Version: this version is the first ballot of US Core Details of the changes in this version can be seen at https://github.com/HL7/US-Core/blob/master/input/pagecontent/changes.md,,,,,1.8.0,,,The US Core Implementation Guide defines the minimum set of FHIR RESTful interactions for each of the US Core Profiles to access patient data. The US Core Profiles are informed by the prior Data Access Framework and the [Argonaut DSTU2](http://www.fhir.org/guides/argonaut/r2/) Implementation Guides. The profiles here are stand alone and support the latest requirements from ONC [U.S. Core Data for Interoperability (USCDI)](https://www.healthit.gov/isa/us-core-data-interoperability-uscdi).,,,,http://hl7.org/fhir/us/core/2017Jan,STU1,,,
hl7.fhir.us.ccda,current,C-CDA on FHIR Implementation Guide,,ci-build,us,en,,http://hl7.org/fhir/us/ccda,Clinical Documents,,,True,Continuous Integration Build (latest in version control),,,,,,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG focuses on the clinical document header and narrative constraints necessary for human readability, and references the Data Access Framework (DAF) implementation guide for coded data representation",,,,http://build.fhir.org/ig/HL7/ccda-on-fhir,,,,
hl7.fhir.us.ccda,1.2.0-ballot,C-CDA on FHIR Implementation Guide,2023-03-27,ballot,us,en,,http://hl7.org/fhir/us/ccda,Clinical Documents,,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG publication release focuses on providing data mappings for problems, allergies, medications, immunization, patient and procedures (PAMI+). The clinical document header and document guidance from the earlier publications are retained in this guide but not designated for commenter feedback at this time.",,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG publication release focuses on providing data mappings for problems, allergies, medications, immunization, patient and procedures (PAMI+). The clinical document header and document guidance from the earlier publications are retained in this guide but not designated for commenter feedback at this time.",,,4.0.1,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG focuses on the clinical document header and narrative constraints necessary for human readability, and references the Data Access Framework (DAF) implementation guide for coded data representation",,,,http://hl7.org/fhir/us/ccda/2023May,STU 1.2,,,
hl7.fhir.us.ccda,1.1.0,C-CDA on FHIR Implementation Guide,2020-10-21,trial-use,us,en,,http://hl7.org/fhir/us/ccda,Clinical Documents,,,True,STU 1.1 Published version,,,,,4.0.1,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG focuses on the clinical document header and narrative constraints necessary for human readability, and references the Data Access Framework (DAF) implementation guide for coded data representation",,,,http://hl7.org/fhir/us/ccda/STU1.1,STU 1.1,,,
hl7.fhir.us.ccda,1.0.0,C-CDA on FHIR Implementation Guide,2018-04-07,trial-use,us,en,,http://hl7.org/fhir/us/ccda,Clinical Documents,,,,STU 1 Published version (permanent home). Note that the version number was reset to 1.0.0 for this version since the IG acquired its own version separate to the main FHIR version),,,,,3.0.1,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG focuses on the clinical document header and narrative constraints necessary for human readability, and references the Data Access Framework (DAF) implementation guide for coded data representation",,,,http://hl7.org/fhir/us/ccda/STU1,STU 1,,,
hl7.fhir.us.ccda,1.8.0,C-CDA on FHIR Implementation Guide,2016-12-06,ballot,us,en,,http://hl7.org/fhir/us/ccda,Clinical Documents,,,,STU 1 2nd Ballot,,,,,1.8.0,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG focuses on the clinical document header and narrative constraints necessary for human readability, and references the Data Access Framework (DAF) implementation guide for coded data representation",,,,http://hl7.org/fhir/us/ccda/2017Jan,STU 1,,,
hl7.fhir.us.ccda,1.6.0,C-CDA on FHIR Implementation Guide,2016-08-11,ballot,us,en,,http://hl7.org/fhir/us/ccda,Clinical Documents,,,,STU 1 1st Ballot,,,,,1.6.0,,,"The C-CDA on FHIR Implementation Guide is a US Realm Implementation Guide of the FHIR Specification addressing the key aspects of Consolidated CDA (C-CDA) required for Meaningful Use (MU). This IG focuses on the clinical document header and narrative constraints necessary for human readability, and references the Data Access Framework (DAF) implementation guide for coded data representation",,,,http://hl7.org/fhir/us/ccda/2016Sep,STU 1,,,
hl7.fhir.uv.sdc,current,Structured Data Capture FHIR IG,,ci-build,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,,,True,Continuous Integration Build (latest in version control),,,,,,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://build.fhir.org/ig/HL7/sdc,,,,
hl7.fhir.uv.sdc,3.0.0,Structured Data Capture FHIR IG,2022-03-08,trial-use,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,changes.html#3.0.0,,True,STU 3 Release (STU),,,,,4.0.1,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/uv/sdc/STU3,STU 3,,,"['hl7.fhir.uv.sdc', 'hl7.fhir.uv.sdc.r4', 'hl7.fhir.uv.sdc.r4b']"
hl7.fhir.uv.sdc,3.0.0-preview,Structured Data Capture FHIR IG,2022-02-16,draft,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,changes.html#3.0.0,,,STU 3 Release (STU) Preview,,,,,4.0.1,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/uv/sdc/3.0.0-preview,STU 3,,,
hl7.fhir.uv.sdc,2.7.0,Structured Data Capture FHIR IG,2019-03-29,ballot,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,changes.html#2.7.0,,,STU 3 Ballot #2 (STU),,,,,4.0.0,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/uv/sdc/2019May,STU 3,,,
hl7.fhir.uv.sdc,2.5.0,Structured Data Capture FHIR IG,2018-08-31,ballot,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,changes.html#v3,,,STU 3 Ballot #1,,,,,3.5.0,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/uv/sdc/2018Sep,STU 3,,,
hl7.fhir.uv.sdc,2.0.0,Structured Data Capture FHIR IG,2017-04-21,trial-use,uv,en,http://hl7.org/fhir/us/sdc,http://hl7.org/fhir/uv/sdc,Forms Management,changes.html#v2.0,,,STU 2 (Permanent Home),Current Official Published Version (STU 2),,,,3.0.1,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/us/sdc/STU2,STU 2,,"Note: SDC STU2 and earlier was a US realm specification, and then later versions were elevated to a full international specification",
hl7.fhir.uv.sdc,1.6,Structured Data Capture FHIR IG,2016-08-11,ballot,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,changes.html#v1.6,,,STU 2 Ballot,,,,,1.6.0,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/us/sdc/2016Sep,STU 2,,,
hl7.fhir.uv.sdc,1.0.2,Structured Data Capture FHIR IG,2015-10-24,trial-use,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,,,,DSTU 1 (Permanent home),,,,,1.0.2,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/DSTU2/sdc/sdc.html,DSTU 1,,"Note: for this sequence, SDC was balloted as part of the FHIR specification, and these links are into the SDC page of the FHIR specification. Also note that this was DSTU 2 for the FHIR specification, but DSTU 1 for the SDC specification",
hl7.fhir.uv.sdc,1.0.0,Structured Data Capture FHIR IG,2015-08-31,preview,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,,,,DSTU 1 Preview,,,,,1.0.0,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/2015Sep/sdc/sdc.html,DSTU 1,,,
hl7.fhir.uv.sdc,0.5.0,Structured Data Capture FHIR IG,2015-04-02,ballot,uv,en,,http://hl7.org/fhir/uv/sdc,Forms Management,,,,DSTU 1 Ballot (May 2015 Ballot),,,,,0.5.0,,,The SDC (Structured Data Capture) specification is an Implementation Guide of the FHIR Specification that provides an infrastructure to standardize the capture and expanded use of patient-level data collected within an EHR.,,,,http://hl7.org/fhir/2015May/sdc.html,DSTU 1,,,
hl7.fhir.us.sdcde,current,Structured Data Capture - Data Element Exchange Specification,,ci-build,us,en,,http://hl7.org/fhir/us/sdcde,Forms Management,,,True,Continuous Integration Build (latest in version control),,,,,,,,"The SDC (Structured Data Capture) specification is a [US Realm](http://wiki.siframework.org/Introduction+and+Overview) Implementation Guide of the FHIR Specification that is a supplement to the base Structured Data Capture (SDC) implementation guide. It defines expectations for Data Element registries, as well as those systems that are responsible for the creation and maintenance of data elements within those registries.",,,,http://build.fhir.org/ig/HL7/sdc-de,,,,
hl7.fhir.us.sdcde,2.0,Structured Data Capture - Data Element Exchange Specification,2017-04-21,trial-use,us,en,,http://hl7.org/fhir/us/sdcde,Forms Management,changes.html#v2.0,,True,STU 2 (Permanent Home),Current Official Published Version (STU 2),,,,3.0.1,,,"The SDC (Structured Data Capture) specification is a [US Realm](http://wiki.siframework.org/Introduction+and+Overview) Implementation Guide of the FHIR Specification that is a supplement to the base Structured Data Capture (SDC) implementation guide. It defines expectations for Data Element registries, as well as those systems that are responsible for the creation and maintenance of data elements within those registries.",,,,http://hl7.org/fhir/us/sdcde/STU2,STU 2,,,
hl7.fhir.us.sdcde,1.6,Structured Data Capture - Data Element Exchange Specification,2016-08-11,ballot,us,en,,http://hl7.org/fhir/us/sdcde,Forms Management,changes.html#v1.6,,,STU 2 Ballot,,,,,1.6.0,,,"The SDC (Structured Data Capture) specification is a [US Realm](http://wiki.siframework.org/Introduction+and+Overview) Implementation Guide of the FHIR Specification that is a supplement to the base Structured Data Capture (SDC) implementation guide. It defines expectations for Data Element registries, as well as those systems that are responsible for the creation and maintenance of data elements within those registries.",,,,http://hl7.org/fhir/us/sdcde/2016Sep,STU 2,,,
